method,modality,dataset,seed,test_n,nonempty_n,empty_n,overall_dice,nonempty_dice,nonempty_iou,empty_specificity,empty_false_positive_rate,nonempty_empty_prediction_rate,source
RollingUNet,image-only,medclipseg_busbra,456,282,282,0,0.8852880141843972,0.8852880141843972,0.8089408226950354,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_busbra/seed456/controls/true/per_case.csv
RollingUNet,image-only,medclipseg_busbra,789,282,282,0,0.8775842340425531,0.8775842340425531,0.8008160354609929,,,0.0035460992907801418,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_busbra/seed789/controls/true/per_case.csv
RollingUNet,image-only,medclipseg_brisc,123,892,753,139,0.8476075762331838,0.8247887888446215,0.7397410252324037,0.9712230215827338,0.02877697841726623,0.017264276228419653,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_brisc/seed123/controls/true/per_case.csv
RollingUNet,image-only,medclipseg_brisc,456,892,753,139,0.8456312062780269,0.8224475909694555,0.7381923386454183,0.9712230215827338,0.02877697841726623,0.01593625498007968,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_brisc/seed456/controls/true/per_case.csv
RollingUNet,image-only,medclipseg_brisc,789,892,753,139,0.857722,0.8341142416998671,0.7485701567065073,0.9856115107913669,0.014388489208633115,0.01195219123505976,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_brisc/seed789/controls/true/per_case.csv
RollingUNet,image-only,medclipseg_covid19,123,2113,2113,0,0.7906188225272125,0.7906188225272125,0.6947373516327496,,,0.000946521533364884,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_covid19/seed123/controls/true/per_case.csv
RollingUNet,image-only,medclipseg_covid19,456,2113,2113,0,0.7937065939422622,0.7937065939422622,0.6983870946521533,,,0.001893043066729768,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_covid19/seed456/controls/true/per_case.csv
RollingUNet,image-only,medclipseg_covid19,789,2113,2113,0,0.7952365021296735,0.7952365021296735,0.7015821916706105,,,0.002839564600094652,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/medclipseg_covid19/seed789/controls/true/per_case.csv
RollingUNet,image-only,busi_hf,123,102,102,0,0.8387659705882353,0.8387659705882353,0.7540612745098039,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/busi_hf/seed123/controls/true/per_case.csv
RollingUNet,image-only,busi_hf,456,102,102,0,0.8225444215686275,0.8225444215686275,0.7382724705882353,,,0.00980392156862745,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/busi_hf/seed456/controls/true/per_case.csv
RollingUNet,image-only,busi_hf,789,102,102,0,0.8383394215686274,0.8383394215686274,0.7516746764705883,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_rolling_canonical/busi_hf/seed789/controls/true/per_case.csv
U-Net,image-only,medclipseg_busi,123,78,65,13,0.6058429487179487,0.7270115384615384,0.623603923076923,0.0,1.0,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_busi/seed123/controls/true/per_case.csv
U-Net,image-only,medclipseg_busi,456,78,65,13,0.606886217948718,0.7282634615384616,0.6198734,0.0,1.0,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_busi/seed456/controls/true/per_case.csv
U-Net,image-only,medclipseg_busi,789,78,65,13,0.6264978974358975,0.751797476923077,0.6537973846153846,0.0,1.0,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_busi/seed789/controls/true/per_case.csv
U-Net,image-only,medclipseg_clinicdb,123,61,61,0,0.841309737704918,0.841309737704918,0.7612589508196721,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_clinicdb/seed123/controls/true/per_case.csv
U-Net,image-only,medclipseg_clinicdb,456,61,61,0,0.8639621803278689,0.8639621803278689,0.7854726721311476,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_clinicdb/seed456/controls/true/per_case.csv
U-Net,image-only,medclipseg_clinicdb,789,61,61,0,0.863004262295082,0.863004262295082,0.7848724098360655,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_clinicdb/seed789/controls/true/per_case.csv
U-Net,image-only,medclipseg_busbra,123,282,282,0,0.8741690106382979,0.8741690106382979,0.791439244680851,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_busbra/seed123/controls/true/per_case.csv
U-Net,image-only,medclipseg_busbra,456,282,282,0,0.8743571241134752,0.8743571241134752,0.7918058758865248,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_busbra/seed456/controls/true/per_case.csv
U-Net,image-only,medclipseg_busbra,789,282,282,0,0.8720021985815603,0.8720021985815603,0.7886410921985816,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_busbra/seed789/controls/true/per_case.csv
U-Net,image-only,medclipseg_brisc,123,892,753,139,0.8488275739910314,0.8235779495351926,0.7356778353253652,0.9856115107913669,0.014388489208633115,0.00398406374501992,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_brisc/seed123/controls/true/per_case.csv
U-Net,image-only,medclipseg_brisc,456,892,753,139,0.8512205123318386,0.8250845909694555,0.7346852629482071,0.9928057553956835,0.007194244604316502,0.00398406374501992,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_brisc/seed456/controls/true/per_case.csv
U-Net,image-only,medclipseg_brisc,789,892,753,139,0.8498749719730941,0.8248186918990704,0.7365557901726427,0.9856115107913669,0.014388489208633115,0.00796812749003984,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_brisc/seed789/controls/true/per_case.csv
U-Net,image-only,medclipseg_covid19,123,2113,2113,0,0.7886246530998581,0.7886246530998581,0.6904491386654046,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_covid19/seed123/controls/true/per_case.csv
U-Net,image-only,medclipseg_covid19,456,2113,2113,0,0.788348582110743,0.788348582110743,0.691222744439186,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_covid19/seed456/controls/true/per_case.csv
U-Net,image-only,medclipseg_covid19,789,2113,2113,0,0.7872176758163748,0.7872176758163748,0.6888875873166115,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/medclipseg_covid19/seed789/controls/true/per_case.csv
U-Net,image-only,busi_hf,123,102,102,0,0.8313014215686274,0.8313014215686274,0.7402534803921569,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/busi_hf/seed123/controls/true/per_case.csv
U-Net,image-only,busi_hf,456,102,102,0,0.8305309019607843,0.8305309019607843,0.7382025490196078,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/busi_hf/seed456/controls/true/per_case.csv
U-Net,image-only,busi_hf,789,102,102,0,0.8304765980392157,0.8304765980392157,0.7405773137254902,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unet/busi_hf/seed789/controls/true/per_case.csv
U-Net++,image-only,medclipseg_busi,123,78,65,13,0.7612975384615385,0.7904801230769231,0.7082716307692307,0.6153846153846154,0.3846153846153846,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_busi/seed123/controls/true/per_case.csv
U-Net++,image-only,medclipseg_busi,456,78,65,13,0.7691930512820513,0.7845701230769231,0.7046767538461538,0.6923076923076923,0.3076923076923077,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_busi/seed456/controls/true/per_case.csv
U-Net++,image-only,medclipseg_busi,789,78,65,13,0.7558910128205129,0.7993769076923077,0.7166905846153846,0.5384615384615384,0.46153846153846156,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_busi/seed789/controls/true/per_case.csv
U-Net++,image-only,medclipseg_clinicdb,123,61,61,0,0.8994577704918033,0.8994577704918033,0.8336829344262295,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_clinicdb/seed123/controls/true/per_case.csv
U-Net++,image-only,medclipseg_clinicdb,456,61,61,0,0.9030929672131147,0.9030929672131147,0.8394234098360656,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_clinicdb/seed456/controls/true/per_case.csv
U-Net++,image-only,medclipseg_clinicdb,789,61,61,0,0.890597262295082,0.890597262295082,0.8229839672131147,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_clinicdb/seed789/controls/true/per_case.csv
U-Net++,image-only,medclipseg_busbra,123,282,282,0,0.8862202127659574,0.8862202127659574,0.8117509007092198,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_busbra/seed123/controls/true/per_case.csv
U-Net++,image-only,medclipseg_busbra,456,282,282,0,0.8852106985815603,0.8852106985815603,0.8104639680851063,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_busbra/seed456/controls/true/per_case.csv
U-Net++,image-only,medclipseg_busbra,789,282,282,0,0.8862738971631205,0.8862738971631205,0.811331390070922,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_busbra/seed789/controls/true/per_case.csv
U-Net++,image-only,medclipseg_brisc,123,892,753,139,0.857581331838565,0.8352756281540504,0.7541524342629482,0.9784172661870504,0.021582733812949617,0.0026560424966799467,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_brisc/seed123/controls/true/per_case.csv
U-Net++,image-only,medclipseg_brisc,456,892,753,139,0.8640553352017937,0.8429446998671979,0.7598443891102258,0.9784172661870504,0.021582733812949617,0.0026560424966799467,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_brisc/seed456/controls/true/per_case.csv
U-Net++,image-only,medclipseg_brisc,789,892,753,139,0.8565609966367713,0.8380510079681275,0.7552788778220452,0.9568345323741008,0.043165467625899234,0.005312084993359893,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_brisc/seed789/controls/true/per_case.csv
U-Net++,image-only,medclipseg_covid19,123,2113,2113,0,0.7995270170373876,0.7995270170373876,0.7046139933743493,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_covid19/seed123/controls/true/per_case.csv
U-Net++,image-only,medclipseg_covid19,456,2113,2113,0,0.8006756601987696,0.8006756601987696,0.7059842830099384,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_covid19/seed456/controls/true/per_case.csv
U-Net++,image-only,medclipseg_covid19,789,2113,2113,0,0.7999130700425935,0.7999130700425935,0.7047076810222432,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/medclipseg_covid19/seed789/controls/true/per_case.csv
U-Net++,image-only,busi_hf,123,102,102,0,0.8590663235294118,0.8590663235294118,0.7764424509803921,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/busi_hf/seed123/controls/true/per_case.csv
U-Net++,image-only,busi_hf,456,102,102,0,0.8459668823529412,0.8459668823529412,0.7622842941176471,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/busi_hf/seed456/controls/true/per_case.csv
U-Net++,image-only,busi_hf,789,102,102,0,0.8490770784313726,0.8490770784313726,0.7645131078431373,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/unetplusplus/busi_hf/seed789/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_busi,123,78,65,13,0.747575217948718,0.7740133384615384,0.6968327846153846,0.6153846153846154,0.3846153846153846,0.046153846153846156,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_busi/seed123/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_busi,456,78,65,13,0.7499545897435898,0.7768685846153847,0.7024141076923077,0.6153846153846154,0.3846153846153846,0.03076923076923077,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_busi/seed456/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_busi,789,78,65,13,0.7521880897435897,0.7641641692307692,0.6869669846153846,0.6923076923076923,0.3076923076923077,0.015384615384615385,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_busi/seed789/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_clinicdb,123,61,61,0,0.9346571475409836,0.9346571475409836,0.8843291147540984,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_clinicdb/seed123/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_clinicdb,456,61,61,0,0.9397415409836065,0.9397415409836065,0.8895865409836066,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_clinicdb/seed456/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_clinicdb,789,61,61,0,0.9342740983606558,0.9342740983606558,0.8849413278688525,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_clinicdb/seed789/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_busbra,123,282,282,0,0.899039035460993,0.899039035460993,0.8297806702127659,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_busbra/seed123/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_busbra,456,282,282,0,0.9018529078014185,0.9018529078014185,0.8333499078014185,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_busbra/seed456/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_busbra,789,282,282,0,0.8931995106382978,0.8931995106382978,0.8238108865248227,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_busbra/seed789/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_brisc,123,892,753,139,0.8690450515695067,0.8475274714475431,0.7757608247011952,0.9856115107913669,0.014388489208633115,0.0199203187250996,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_brisc/seed123/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_brisc,456,892,753,139,0.8759323060538117,0.8543580571049136,0.7843691513944223,0.9928057553956835,0.007194244604316502,0.01593625498007968,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_brisc/seed456/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_brisc,789,892,753,139,0.8738732813901345,0.8505909256308101,0.7797072815405046,1.0,0.0,0.013280212483399735,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_brisc/seed789/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_covid19,123,2113,2113,0,0.7891044169427355,0.7891044169427355,0.6938714926644581,,,0.005679129200189304,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_covid19/seed123/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_covid19,456,2113,2113,0,0.791144267865594,0.791144267865594,0.6981206180785613,,,0.00709891150023663,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_covid19/seed456/controls/true/per_case.csv
nnU-Net,image-only,medclipseg_covid19,789,2113,2113,0,0.7917084770468528,0.7917084770468528,0.6980214514907714,,,0.008518693800283956,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/medclipseg_covid19/seed789/controls/true/per_case.csv
nnU-Net,image-only,busi_hf,123,102,102,0,0.8580151862745098,0.8580151862745098,0.7768727549019608,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/busi_hf/seed123/controls/true/per_case.csv
nnU-Net,image-only,busi_hf,456,102,102,0,0.8429936176470588,0.8429936176470588,0.7645337156862745,,,0.00980392156862745,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/busi_hf/seed456/controls/true/per_case.csv
nnU-Net,image-only,busi_hf,789,102,102,0,0.8536570686274509,0.8536570686274509,0.7769210392156862,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/nnunet/busi_hf/seed789/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_busi,123,78,65,13,0.7573926282051282,0.7857942307692307,0.7112297538461538,0.6153846153846154,0.3846153846153846,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_busi/seed123/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_busi,456,78,65,13,0.7686723333333333,0.7993298769230769,0.7221764923076923,0.6153846153846154,0.3846153846153846,0.015384615384615385,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_busi/seed456/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_busi,789,78,65,13,0.7729063076923077,0.8044106461538462,0.7230938307692307,0.6153846153846154,0.3846153846153846,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_busi/seed789/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_clinicdb,123,61,61,0,0.9238829344262295,0.9238829344262295,0.8747358360655738,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_clinicdb/seed123/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_clinicdb,456,61,61,0,0.9208855409836065,0.9208855409836065,0.8681741639344263,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_clinicdb/seed456/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_clinicdb,789,61,61,0,0.9214889672131148,0.9214889672131148,0.8707726393442623,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_clinicdb/seed789/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_busbra,123,282,282,0,0.8985837163120567,0.8985837163120567,0.8311460673758865,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_busbra/seed123/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_busbra,456,282,282,0,0.9077234078014185,0.9077234078014185,0.840623304964539,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_busbra/seed456/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_busbra,789,282,282,0,0.9039061843971631,0.9039061843971631,0.8355599113475177,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_busbra/seed789/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_brisc,123,892,753,139,0.8584952096412556,0.833702160690571,0.7614620544488712,0.9928057553956835,0.007194244604316502,0.01859229747675963,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_brisc/seed123/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_brisc,456,892,753,139,0.847266701793722,0.8204009269588314,0.7459756892430279,0.9928057553956835,0.007194244604316502,0.025232403718459494,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_brisc/seed456/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_brisc,789,892,753,139,0.8553699843049327,0.8286720132802124,0.7547699216467464,1.0,0.0,0.025232403718459494,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_brisc/seed789/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_covid19,123,2113,2113,0,0.7905353028868907,0.7905353028868907,0.6958334107903454,,,0.005205868433506862,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_covid19/seed123/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_covid19,456,2113,2113,0,0.7877435504022716,0.7877435504022716,0.6931891713203976,,,0.005205868433506862,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_covid19/seed456/controls/true/per_case.csv
U-Mamba,image-only,medclipseg_covid19,789,2113,2113,0,0.7939914467581638,0.7939914467581638,0.7014758400378609,,,0.008045433033601515,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/medclipseg_covid19/seed789/controls/true/per_case.csv
U-Mamba,image-only,busi_hf,123,102,102,0,0.8566315294117647,0.8566315294117647,0.7749430980392157,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/busi_hf/seed123/controls/true/per_case.csv
U-Mamba,image-only,busi_hf,456,102,102,0,0.8558172941176471,0.8558172941176471,0.7771072549019608,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/busi_hf/seed456/controls/true/per_case.csv
U-Mamba,image-only,busi_hf,789,102,102,0,0.8628299607843137,0.8628299607843137,0.7847364019607843,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/umamba/busi_hf/seed789/controls/true/per_case.csv
U-KAN,image-only,medclipseg_busi,123,78,65,13,0.8093380769230769,0.8019749230769231,0.7218913846153846,0.8461538461538461,0.15384615384615385,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_busi/seed123/controls/true/per_case.csv
U-KAN,image-only,medclipseg_busi,456,78,65,13,0.7499919743589744,0.7922980615384615,0.7105459538461538,0.5384615384615384,0.46153846153846156,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_busi/seed456/controls/true/per_case.csv
U-KAN,image-only,medclipseg_busi,789,78,65,13,0.7535613461538462,0.7965813076923077,0.7164537538461538,0.5384615384615384,0.46153846153846156,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_busi/seed789/controls/true/per_case.csv
U-KAN,image-only,medclipseg_clinicdb,123,61,61,0,0.9170947049180328,0.9170947049180328,0.8557362622950819,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_clinicdb/seed123/controls/true/per_case.csv
U-KAN,image-only,medclipseg_clinicdb,456,61,61,0,0.9103446393442622,0.9103446393442622,0.8493942295081968,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_clinicdb/seed456/controls/true/per_case.csv
U-KAN,image-only,medclipseg_clinicdb,789,61,61,0,0.9144349180327869,0.9144349180327869,0.8541710983606557,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_clinicdb/seed789/controls/true/per_case.csv
U-KAN,image-only,medclipseg_busbra,123,282,282,0,0.8843543971631206,0.8843543971631206,0.811069890070922,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_busbra/seed123/controls/true/per_case.csv
U-KAN,image-only,medclipseg_busbra,456,282,282,0,0.8787840390070922,0.8787840390070922,0.8042069858156028,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_busbra/seed456/controls/true/per_case.csv
U-KAN,image-only,medclipseg_busbra,789,282,282,0,0.8935893617021277,0.8935893617021277,0.8203798014184397,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_busbra/seed789/controls/true/per_case.csv
U-KAN,image-only,medclipseg_brisc,123,892,753,139,0.8508746244394619,0.8299869389110226,0.7451389535192563,0.9640287769784173,0.03597122302158273,0.01593625498007968,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_brisc/seed123/controls/true/per_case.csv
U-KAN,image-only,medclipseg_brisc,456,892,753,139,0.8561747735426009,0.8336094262948207,0.7503758924302789,0.9784172661870504,0.021582733812949617,0.01593625498007968,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_brisc/seed456/controls/true/per_case.csv
U-KAN,image-only,medclipseg_brisc,789,892,753,139,0.8565764428251121,0.8327572204515272,0.7474843187250996,0.9856115107913669,0.014388489208633115,0.010624169986719787,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_brisc/seed789/controls/true/per_case.csv
U-KAN,image-only,medclipseg_covid19,123,2113,2113,0,0.7927617553241836,0.7927617553241836,0.6963811069569332,,,0.001893043066729768,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_covid19/seed123/controls/true/per_case.csv
U-KAN,image-only,medclipseg_covid19,456,2113,2113,0,0.7962402214860388,0.7962402214860388,0.7023084637955513,,,0.005205868433506862,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_covid19/seed456/controls/true/per_case.csv
U-KAN,image-only,medclipseg_covid19,789,2113,2113,0,0.7924470250828206,0.7924470250828206,0.6986285499290109,,,0.004259346900141978,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/medclipseg_covid19/seed789/controls/true/per_case.csv
U-KAN,image-only,busi_hf,123,102,102,0,0.8498714901960784,0.8498714901960784,0.7672687352941177,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/busi_hf/seed123/controls/true/per_case.csv
U-KAN,image-only,busi_hf,456,102,102,0,0.8471673137254901,0.8471673137254901,0.7649010392156863,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/busi_hf/seed456/controls/true/per_case.csv
U-KAN,image-only,busi_hf,789,102,102,0,0.8587182745098039,0.8587182745098039,0.7787642549019608,,,0.0,<PROJECT_ROOT>/logs/protocol_v3_image_baselines/ukan/busi_hf/seed789/controls/true/per_case.csv
